title,description,cuisine,ingredients,servings,cook_time,steps
Semolina and Banana Pudding,"Semolina roasted and cooked in milk with bananas. Simple, tasty and nutritious. ",Vegetarian,"1 cups clarified butter (ghee) , 2 cups fine semolina (or cream of wheat) , 4 cups milk , 1 cupss sugar , 4 ripe bananas cut in fine roundels ",4,6,[' Heat the clarified butter (ghee) in a pan and roast the semolina on low heat stirring continuously for about 3 minutes or till the raw smell is gone and it gives a nice aroma. Add the milk and sugar. Stir well. Add the banana roundels and mix well. Keep stirring on very low heat heat for about 3 minutes or till all the moisture has evaporated. ']
Lacy Rice and Coconut Pancakes(Appam)," The traditional lacy pancakes from Kerala (south India) are relished with all the Kerala curries, especially the stews, and can be served with almost any Indian curry! Isn't it worth knowing this recipe? ",Vegetarian,"2 cups raw rice soaked for , 4- 5 hours , 4 cups coconut shavings , 1 cups cooked rice , 1 cups coconut water , ½ teaspoons yeast granules dissolved in some coconut water or little hot water , salt and sugar to taste ",4,0 Min,[' Drain the soaked rice and grind it along with the coconut shavings and cooked rice to a fine thick paste. Coconut water may be preferably used instead of water for grinding. Add the yeast and mix lightly. Mix in the salt and sugar to taste. Allow to ferment at room temperature for at least 6 hours. Heat a small non-stick wok. Pour approximately half a cup of batter and quickly but gently swirl the pan around such that only a thin layer of the batter covers the sides and a thick layer collects at the bottom. Cover with a lid and cook each appam on medium heat for about 3 minutes or till the edges have become golden crisp and the centre is soft and spongy. Another sign of doneness would be when the edges start coming off the wok. ']
Deep-fried Savory Buns(Vade)," Vades are a traditional Maharashtrian preparation of a mix of ground pulses made into a dough, rolled into roundels and deep-fried till golden crisp. Like rotis and appams, vades are served with meals to mop up a curry. ",Vegetarian,"800 teaspoons red chilli powder , 1 teaspoons turmeric powder , 1 tablespoons oil , salt to taste, warm water as required to knead dough oil to deep fry ",4,0 Min,[' Mix well the salt turmeric powder and red chilli powder along with the vade powder. Make a hole in the centre and pour in the oil. Gently mix into the flour and knead into a firm dough with warm water. Divide into marble-sized balls. Spread each ball into a flat roundel with greased palms. Heat the oil till hot. Put in the roundel and deep-fry on medium heat till well-puffed crisp and golden. Drain on absorbent kitchen paper. ']
Appetizing Kokum in Coconut Milk(Sol Kadi)," Had as an effective appetizer just before meals and during meals, or even as a digestive after meals. It is very much a part of meals in most Goan and Konkan homes. ",Vegetarian,"1 coconuts scraped and blended into a paste , 4 cups water , 2 tablespoons kokum peels , 1 teaspoons chopped garlic , 1 teaspoons chopped ginger , 1 teaspoons cumin seeds , 1 green chilli(es) chopped , salt and sugar to taste ",4,12,[' Boil the kokum peels with half the water for about 8 minutes. Grind and strain through a fine sieve. Keep aside the kokum juice obtained. Combine the coconut paste and the remaining water in a saucepan. Boil on low heat for about 4 minutes. Strain and squeeze out the coconut juice. Combine the kokum and coconut juices. Pound the ginger garlic cumin seeds and green chillies. Mix into the kokum and coconut juices. Strain again. Mix in salt and sugar to taste. ']
Appetizing Kokum in Yoghurt(Quick Sol Kadi)," Had as an effective appetizer just before meals and during meals, or even as a digestive after a spicy meal. It is very much a part of meals in most Goan and Konkan homes. ",Vegetarian,"2 cups yoghurt , 4 cups water , 2 tablespoons kokum peels , 2 teaspoons chopped and pounded garlic , 2 green chilli(es) chopped and pounded with , salt , 2 teaspoons mustard seeds , 2 sprig curry leaves , 2 tablespoons oil , salt and sugar to taste, finely chopped coriander leaves to garnish (optional). ",4,4,[' Boil the kokum peels with some water for about 4 minutes. Strain the red water and discard the peels. Let cool. Combine the yoghurt water pounded spices and the kokum water. Mix well and strain. Mix in salt and sugar to taste. Heat the oil in a pan and crackle the mustard seeds. Drop in the curry leaves. Pour this seasoning over the sol kadi. Garnish with finely chopped coriander leaves (optional). ']
Coconut Chutney(Nariyal Chutney),Grated coconut combined with spices makes for an exciting dip (called Chutney in India) with snacks.,Vegetarian,"4 tablespoons grated coconut , 2 teaspoons bengal gram (chana dal) roasted , 1 piece ginger peeled and chopped , 4 tablespoons fresh coriander leaves chopped , 4 green chillies chopped , 1 teaspoons each of mustard seeds and black gram (udad dal) , ½ teaspoons asafoetida powder , 4 curry leaves , 1 red chilli(es) broken into bits , 2 tablespoons oil lemon juice and , salt to taste ",4,2,[' Grind the coconut roasted gram green chillies coriander leaves and ginger to a fine paste using a little water. Pour the paste / chutney into a bowl and adjust the consistency using suitable amount of water. Heat the oil in a pan on medium level for about 2 minutes till it is hot enough. Add the mustard seeds. Let them splutter and then add the black gram (udad dal) red chillies curry leaves and asafoetida powder. Fry briefly till the gram turns red and pour it on the chutney. Add salt and lemon juice to the chutney. ']
Peanut Chutney(Kadale Chutney),Roasted peanuts ground with spices make an interesting dip (called Chutney in India) for snacks.,Vegetarian,"2 tablespoons grated coconut , 2 tablespoons peanuts roasted , 1 piece ginger peeled and chopped , 4 tablespoons fresh coriander leaves chopped , 4 green chillies chopped , 1 small onions chopped , 1 teaspoons mustard seeds , ½ teaspoons asafoetida powder , 4 curry leaves , 2 tablespoons oil , salt to taste ",4,2,[' Grind the coconut roasted peanuts green chillies onion coriander leaves and ginger to a fine paste using a little water. Pour the paste / chutney into a bowl and adjust the consistency using suitable amount of water. Heat the oil in a pan on medium level for about 2 minutes or till it is hot enough. Add the mustard seeds. Let them splutter and then add the curry leaves and the asafoetida powder. Fry briefly and pour it on the chutney. Add salt to taste. ']
Onion Chutney(Pyaz ki Chutney),"Chutney is the Indian equivalent of a dip, and onions ground with spices provide a tingling dip for snacks.",Vegetarian,"2 onions chopped ½ piece ginger chopped , 2 green chilli(es) chopped , 1 teaspoons cumin seeds , 1 red chilli(es) broken into bits , 2 tablespoons oil lemon juice and , salt to taste ",4,2,[' Grind the onions green chillies and ginger to a fine paste without using any water. Pour the paste / chutney into a bowl. Heat the oil in a pan on medium level for about 2 minutes till it is hot enough. Add the cumin seeds. Let them splutter and then add the red chillies. Fry briefly and pour it on the chutney. Add salt and lemon juice to the chutney. ']
Green Chutney(Hari Chutney),"Chutney is the Indian equivalent of a dip, and fresh green coriander ground with spices makes for a delicious dip with snacks.",Vegetarian,"2 tablespoons grated coconut , 2 flakes garlic peeled and chopped ½ piece ginger peeled and chopped , 6 tablespoons fresh coriander leaves chopped , 4 green chillies chopped , 1 teaspoons each of cumin and mustard seeds , 1 tablespoons chopped onions , 1 tablespoons oil lemon juice and , salt to taste ",4,2,[' Grind the coconut onions cumin seeds green chillies coriander leaves garlic and ginger to a fine paste using a little water. Pour the paste / chutney into a bowl and adjust the consistency using suitable amount of water. Heat the oil in a pan on medium level for about 2 minutes till it is hot enough. Add the mustard seeds. Fry briefly till they splutter and pour them on the chutney. Add salt and lemon juice to the chutney. ']
Hot Spice Mix(Garam Masala),Keep this spice mix handy for it is used very commonly in Indian dishes. ,Indian,"100 grams (about 4 oz.), coriander seeds , 25 grams (about 1 oz.), each of cumin seeds and black pepper , 15 grams (about ½ oz.) each of black cumin seeds (shahjeera) and dry ginger , 6 grams (about ¼ oz.), each of black cardamoms and cloves , 4 grams (about ¼ oz.), each of cinnamon and bay leaves ",Masala,0 Min,[' Dry roast all the ingredients (except dry ginger) very lightly. Cool and dry grind to a powder along with the dry ginger. Store in an air tight bottle and use as required. ']
Clarified Butter(Ghee),A rich and aromatic cooking medium used in many Indian dishes. ,Indian,"500 grams (about 20 oz.), white un, salted butter, a pinch of salt ",obtained,25,[' Put the butter along with the salt into a heavy bottomed vessel and keep on a medium flame. Reduce the heat when the melted butter starts bubbling. Keep on very low heat stirring frequently for about 1 5 minutes till the residue is brown in color and it gives out a good aroma. Let it stand for 10 minutes. Strain and bottle the ghee. Discard the residue. Refrigerate the bottled Ghee. ']
